uid,licence
e99a77c50aa74318ac755571a9f67119,CC Attribution
391f0e08a9af4a388a669433c55a7dd9,CC Attribution-NonCommercial-ShareAlike
27e25fcead154e62a1dd8e92ccedb691,CC Attribution-NonCommercial-ShareAlike
c25ad61daa814cabaa03bd69db4d7adc,CC Attribution
