uid,licence,source_title,source_creator,source_url
edf47a66f69bbe3a,unverified,1995_jaguar_xj12_lwb_x305,emailed batch 2026-08-08,
d790a5ad024d6aef,unverified,2005_jaguar_xj6_tdvi_x350,emailed batch 2026-08-08,
cf1428175cbdd041,unverified,2009_jaguar_xkr_5.0_supercharged_speed_pack,emailed batch 2026-08-08,
48ee8889ff5c4a5c,unverified,1992_jaguar_xj220,emailed batch 2026-08-08,
80d991619044705c,unverified,1982_audi_quattro_b2,emailed batch 2026-08-08,
cfb5a58f16255a05,unverified,1976_volkswagen_golf_gti_mk1,emailed batch 2026-08-08,
