uid,glb_sha256,make,model,reviewed_at,year_start,year_end,body_style,trim
6e69767042b2453ea91d533076821636,c51843f26dde471edb23dbd7ec6e671a6b7a6e99ad10933e54eae548625092f3,Hyundai,Tucson,2026-07-31,2022,,suv,L 270T
136ecd58732b4f88b0bcd3cb74a71e54,538a39b2a585c2b73533cc7ac35a2321bbba42f7e80deb027d1626353c3a2e68,Mercedes-Benz,E-Class,2026-07-31,2022,,saloon,AMG Line
2285ef3b0442471c83bef2865222accb,6df87542e5e21591f641f4f5a861d6267704499cb318c603892849d0260e5f84,Volkswagen,Polo,2026-07-31,2022,,hatchback,GTI
20a0e5de0477442caaeac8d4f8951101,67e7430c5e2c44e93c88f2263b2289d8dc17f07f6cefe2efa77b5c45ee860228,Volkswagen,Tiguan,2026-07-31,2022,,suv,L 430 PHEV
a1ee29b80c844b13ba56ac7e28971a53,9de9e4f0ca3116d8579a41fe758a9ba3f5e436640a6c1560d338814f51c6df6c,Hyundai,Santa Fe,2026-07-31,2024,,suv,
e044b2bf74c34dbbba73be7abfdd9593,7c9a31b1343d307a2128e7d44802aed9fb907bf159c45717533837a201b65337,Suzuki,Swift,2026-07-31,2024,,hatchback,Hybrid Plus
d1a0e38cbb2b4cb3b0da13c2ccdcf730,844ad83b8c45cf0ddfc69ea2daa702539fd5d2d0e33586eb5d8e14110815723f,Volkswagen,Golf,2026-07-31,2025,,hatchback,R
b2a0e324a9ee47b689110cca5a5b0d76,f347c20facfa5139358d22a4533e0650a01f3d167f1166673a074a9bb643f13e,Volkswagen,Passat,2026-07-31,2025,,saloon,Pro 1.5
c14dac5368f94dc886dbdd78e0cd9644,63a159ca6ef3986ae4817c01ab3eaade7b78d1f1181124f0d0299cd8674d3e38,Fiat,500,2026-07-31,,,hatchback,Abarth
b108b6f2e9654481af1c02801a98228e,209bed705ce6e82f87f7073ab44d96ddbc3177cc0166ef141cb9aef4dc4cf883,Mercedes-Benz,C-Class,2026-07-31,,,estate,
43e93bfe5fdb4727830499d3a8a485a1,54948e592adeb3a9ebf360a1997a7bb7a6609bd121f3cb0f0ff956902f96bdab,Peugeot,307,2026-07-31,,,estate,SW
70c837db3ae84a718522ab51dca26d2a,6384ef879b2bd89cced5b8c51772c59784a65744dab7667830d00448f97c5f68,Peugeot,508,2026-07-31,,,saloon,GT
1094ee784f7d4b63a9c43efefdbacca5,c9ae2004edcfdc6d231e9d169c6c36124d1cb11e1e466b1474fc26c5defea5ef,Peugeot,e-2008,2026-07-31,,,suv,
218c3c0c6afd4d0eb343bd50d8868fd0,c52d180486fb5a49b4d0327c8f2583647eead4699334388540914e9b41e40fbf,Suzuki,Swift,2026-07-31,,,hatchback,
8d8a301cee5143e9a6f25519e32dde21,f969dcc7c21c763feb849d206f2f0c39ec496879d84db50cc7c0c1872198ddb2,Volkswagen,Golf,2026-07-31,,,hatchback,
504ce39150fe49c7979f702d5f0f8580,5129c45bf45a4ccbf07e5163a10da4b5a52cfb03919c764f9fe6c5103168e516,Volvo,V60,2026-07-31,2013,,estate,Polestar
